id,content,label
1255847523048177664,"What Lies Ahead for Vaccine Development and INO Stock in May?

https://t.co/FuD9acnI63

#ino #inovio #coronavirus #vaccine #marketcrash #investbetter #stockstobuy #nasdaq",fake
1275592546341789702,As there Is no vaccine and wont be one befor 1st August why the change? Letting the most vulnerable back Into work places which by then will be relaxing social distancing and safety measures protecting them and It wont stop a second wave,fake
1275532944413806593,"@MyTicketAlt @aubrey_huff COVID-19 Deception: Advisors, media w/ conflicts of interest - check. Misidentify virus - check. Misuse RT-PCR test - check. Fruits test positive - check. Give patients wrong treatment - check. Fudge CoD, hide 0.1% IFR - check. Bill Gates’ vaccine &amp; nazi 'passport' - priceless",fake
1264777336026812417,"The owner of a Connecticut nursing home offered staff large bonuses to move into RVs he rented and placed on site. They would quarantine with their patients.

Two months later, there have been no COVID-19 infections at the facility. @hereandnow https://t.co/Gdtj7Tmgxo",real
1247787463461883905,"Bill Gates, Coronavirus, and the Mark of the Beast https://t.co/uklkSPVjSi via @YouTube",fake
1224940172707418112,"Tonta! 
There's a vaccine for flu and there's no cure yet for NCov. Isa pa influenza is a common illness kahit dito sa Pilipinas. https://t.co/R6ZmsUcpdR",fake
1223950562162626563,"RT @CarrascalAlvaro: In the US, the % of adults 18−26 who ever received 1 or more doses of #HPVvaccine  ⬆️ from 22.1% in 2013 to 39.9% in ‘…",fake
1259873971715145729,"#COVID19 Update (as of 5/11/20 at 12:00 am):
• 543 additional positive cases of COVID-19
• 57,154 total cases statewide 
• 3,731 deaths statewide
• 231,704 patients tested negative to date

County-specific information + statewide map: https://t.co/7pzosEXhEX",real
1223400548789080070,This the cure for the Coronavirus https://t.co/rDUo5Ara1X,fake
1224703245400059905,"Coronavirus: are cocktail therapies for flu and HIV the magic cure? Bangkok and Hangzhou hospitals put combination remedies to the test
https://t.co/iPtGZYbE9C",fake
1224195819722674176,@ImNotTheWolf Nah. The Chinese people just have weak immune systems. Coronavirus ain’t shit to us westerners.,fake
1223871098200027136,"RT @vHuPQ5enabGauFt: Please Stop the eating meat 
Not kill animals
Eating meat is a heinous sin.
It increases the risk of cancer and other…",fake
1251731325641506816,"RT @WHO: Have questions about #COVID19?

Find answers on WHO WhatsApp service!
Click https://t.co/NiHHv2gzhU and text ‘hi’ 

#coronavirus h…",real
1236852003990417411,"@AuCommander 1/2: There have been reports in the media of a dog testing positive for the virus. However, evidence supporting this is limited &amp; there's no evidence that dogs can transmit the virus to humans/other animals. Based on current evidence there's no reason for dogs to be isolated.",real
1222256559092379649,"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: https://t.co/PKzKaO2yfK https://t.co/eNhlhR0PEq",real
1247988802460753923,"ADPH is seeking donations of #facemasks for home health care patients. Contact Dr. Choona Lang, Homecare Division Director of the Bureau of Home Health and Community Services (https://t.co/RRjvoxurTt) at 334-206-5696 or by email Choona.Lang@adph.state.al.us. #COVID19 #coronavirus https://t.co/MwAQJgeoCr",real
1269550685420429313,RT @MBCBirdandPest: @fionamflanagan1 @Millie_Maze Stuff your vaccine right up Bill Gates Rectum Paddy. Gates is responsible for this pandem…,fake
1229879341816958976,"RT @ProvidenceNW: Robin Addison, RN, and Jay Cook, MD, talk with KING 5 news about caring for the first U.S. COVID-19 (coronavirus) patient…",real
1262070849332486144,"Natives have had some of the highest rates of COVID infections. The Cheyenne River and Oglala Sioux have set up checkpoints to screen visitors, as is their right. South Dakota's actions to stop them is an attack on sovereignty. 

@JenDeerinwater reports

https://t.co/i4jiR0qtjq",real
1248468248179306498,"Facebook posts claiming a female doctor in Uttar Pradesh died after being injured during stone pelting by local Muslims who refused to be screened for COVID-19 are false.
#BOOMFactCheck #FakeNews #COVID19 #coronavirus
@Uppolice @UPPViralCheck @DGP_MP
https://t.co/XwEhPtUUF9",real
1229804372294619147,"@JackLenore @ONgov The health and safety of Ontarians is our priority. The overall risk to Ontarians from COVID-19 remains low. Enhanced screening measures have been implemented by the federal government. For more info, please contact the Public Health Agency of Canada at: https://t.co/u6xNzjHlLU.",real
1244429143338598405,"3/5 The latest real-time data is for ~4,700 #COVID19 cases; of these about 6-7% of cases have developed serious illness requiring hospitalisation, 3% of cases have become critically ill &amp; 1% have been fatal. #StayHomeSavesLives",real
1223553671788556290,"@nailainayat Pakistan importing basic vaccines from India, people opposing even Polio. What treatment govt can give to people even if they evacuate citizen from China? So they think let china spend some money on china on pakistani citizens",fake
1242397774148038657,RT @DrAmalinaBakri: What are the research studies currently ongoing to find vaccine and potential treatments for COVID-19 all over the worl…,fake
1271668331481690114,RT @JNJNews: #JNJ announces accelerated initiation of its lead #COVID19 vaccine candidate's Phase 1/2a first-in-human clinical trial. Learn…,fake
1239583937330110464,RT @WHO: Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/VkQTd7Lud8,real
1224129193803440128,@shayanvyas @Chiefs @49ers @SuperBowl I’m immune! #corona,fake
1222277466447892480,"RT @ChangingAmerica: Here's the latest from the @NIH on a coronavirus vaccine. 
https://t.co/Ine3ly11ML",fake
1274435343048216576,RT @Citi973: Nigerian researchers announce COVID-19 vaccine | More here: https://t.co/WOU2B1REQI #CitiNewsroom #NPPDecides,fake
1234925938506227712,RT @cashmoneymacaw: i bet mcdonald’s sprite could cure the coronavirus,fake
1222636724230197253,RT @yslheru: bro got no face mask on spreading coronavirus on a paper towel,fake
1252252393770795008,RT @DBHDD: The Georgia COVID-19 Emotional Support Line provides 24/7 free and confidential assistance to callers needing emotional support…,real
1235974428309282816,"RT @WHO: The full briefing on #COVID19 by @DrTedros 👇
https://t.co/1pNkytELhe",real
1234151673804861440,"RT @HenryMakow: but Israel will save us all.   Vaccine coming soon from God’s chosen real estate (Genesis 12:3).

""The streets that were de…",fake
1223238987369852928,"Actually according to the latest news people who took the SARS vaccine have a greater sensitivity to the coronavirus. That means the virus will wipe out the vaccinated population first. I would bet a yearly flu shot would be sensitizing, too. https://t.co/mHJ21kvqjL",fake
1224037511984492544,"RT @TheDailyEdge: If you think #Coronavirus is scary, imagine being a kid in a Trump border camp and knowing there was vaccine for a virus…",fake
1264614705752047617,RT @lourdesgnavarro: In a week with 100-k deaths of covid-19  this conversation with the Dad of a Covid nurse who died broke me. https://t.…,real
1253836125824847872,"Some experts predict that, at the current rate of research, we could have a COVID-19 vaccine in as soon as 9 months for possible emergency use. https://t.co/k85tUYt5Lq https://t.co/AyjRTqM74E",real
1223398751445737472,"Earlier today, @BuzzFeedNews reported Zero Hedge doxed a Chinese scientist and falsely accusing them of creating the coronavirus as a bioweapon https://t.co/SXyRan2zNQ https://t.co/AaVLNCce7W",fake
1255208278558113793,"RT @libcasey: LIVE 3 pmET: @washingtonpost Special Report Covid-19. How + who does the virus sicken + kill.
Docs' alarm over strokes; impac…",real
1262882053521051650,Trump says US topping world virus cases is 'badge of honour' https://t.co/NBa2dNWA9G,real
1222141886191886336,RT @The_Kalebae: Kuna thread inasema Bill Gates na WHO ndo walicreate hi coronavirus so as to reduce the world population by 10-15% .,fake
1224462456082325505,"RT @BobBlunt3: Creator Of US #BioWeapons Act Says #Coronavirus Is #BiologicalWarfare Weapon
https://t.co/b2VNWjX5Wx",fake
1265668366901141506,"RT @LtGovHochulNY: 1:00 PM ET: @NYGovCuomo will give his daily #Coronavirus #COVID19 briefing from the National Press Club in Washington, D…",real
1234154393156628482,"RT @PolitixGal: The Coronavirus Vaccine will be developed not in Venezuela, Cuba, Iran or North Korea --&gt; It will be developed in a Capital…",fake
1223316468756074496,"Agenda 21.  Research it Now !!

https://t.co/jdoov9uUD2

https://t.co/AuxJPAxbYZ https://t.co/XbV3EKCWUe",real
1234973232416976896,@laura19191 @shareitarie10 Phase one of a trial of a vaccine.  What exactly does phase one entail?  #Covid_19,fake
1223723041097748486,RT @Dah_meh_lee: If influenza hasn’t killed me yet why should I stress over the Coronavirus? The common flu is more likely to kill you but…,fake
1263072387467055107,"RT @PIB_India: Here's how the Recovery Rate of #Covid19 cases has been on a continuous upwards climb, now more than 39.62%.

Deatils:🔽 http…",real
1223256319190237186,"RT @factfulness: The New corona virus is now a global outbreak. Help spread @WHO ‘s myth busting: https://t.co/7UBM2uWzhl There’s no cure,…",real
1236705957473923073,@Terrimudau alcohol cure and prevent coronavirus,fake
1224941486434869248,"RT @IntEngineering: Doctors from Thailand may have discovered a possible cure to the Wuhan coronavirus.
https://t.co/d6L5ttxfB2",fake
1240835460689166336,"Even if you're staying home and avoiding crowds to cut COVID-19 risk, it's still important to observe good health habits like washing your hands regularly and staying active. https://t.co/xgawU9MWQJ https://t.co/VEsLhK4zJX",real
1237408582964072449,". @NC_Governor -Yesterday, we identified five new cases of #COVID19 (coronavirus) in Wake County, all linked to a Boston conference. NC’s known total is 7 presumptive positive cases. #COVID19NC",real
1250542666154045442,Gov. Gretchen Whitmer’s COVID order does not ban gardening or the sale of seeds and fruit in Michigan. https://t.co/2a2DjyJN6W,real
1246450800504815617,"RT @PIH: PIH is looking for Contact Tracers to join the COVID Community Team in Massachusetts, who will reach out to contacts of #COVID19 p…",real
1234207312983871488,RT @thecableng: #Israeli researchers announce breakthrough on coronavirus vaccine | TheCable https://t.co/OUvWOOVKzj #COVID19 https://t.co/…,fake
1224753668643119104,"@realDonaldTrump Here's another developer of the #coronavirus #vaccine. If I was in the #Oversight office, I'd be looking into anyone who thinks that the #CoronavirusOutbreak will be 'good for America.' #InsiderTrading #Stocks #StockMarket #Corruption https://t.co/H1YHVTOXwm",fake
1234017957325479936,"RT @hopeseekr: It's a bioweapon. 200% Chinese covering their tracks now. #CoronaVirus #CoronaVirusTruth
https://t.co/thh6a0QuGt https://t.c…",fake
1247815900893458437,"RT @AkshatRathi: Countries that have universal TB vaccine policies see fewer coronavirus cases and deaths, study shows. 

My story: https:/…",fake
1221865003092975618,RT @CDCgov: The immediate health risk from #2019nCoV in the U.S. is currently considered low. Learn more https://t.co/0ElbjEVlYh,real
1244562638945861634,"#RT @WHO: Our free #OpenWHO online courses on #coronavirus are hosted on 2 learning channels:
-A channel with #COVID19 courses in the 6 @UN languages
🇺🇳https://t.co/82p5y766Zm

-A channel with courses in languages from across the globe
🌐https://t… https://t.co/WDSO7ziRe7",real
1253472122204192768,"Today (4-23-20) she totally disappointed by not correcting the president's remarks about sunlight ""killing"" the  #Coronavirus. She said fever (by raising body temperature) assists with recovery of infection. This response is ""aiding &amp; abetting,"" not doing the job of a scientist! https://t.co/hLEgqd3g7h",fake
1234839492739112962,@painter_nancy Hi delete this. Alcohol-based hand sanitizers DO WORK to kill coronavirus. Just because they also kill bacteria doesn't mean they won't kill viruses. Stop spreading misinformation. You want to use at least 60% alcohol and want to let it your hands air dry. https://t.co/RPVVzNOTCy https://t.co/twhmr95yQq,real
1246482672970498049,RT @GovMurphy: Holding a COVID-19 briefing. WATCH: https://t.co/xEKsfUV210,real
1237423174746132483,RT @maxguwapo: The people who used to chew on these as a kid are immune to coronavirus. https://t.co/1MQntesXw9,fake
1236309797860933632,RT @BrentTerhune: Coronavirus is FAKE NEWS https://t.co/YPzxrbaOZf,fake
1234149466271174656,"RT @Mynation_TN: Someday #coronavirus virus can be cured,scientists will find a way.

But #498a, #ParentalAlienation is more dreadful still…",fake
1221167491021406210,Alameda County Investigates Reports of Coronavirus Symptoms - KPIX CBS SF Bay Area -  https://t.co/tkSj1H9QLm,fake
1255532580465754115,Our reporters @ShiaKapos &amp; @natashakorecki will also discuss his relationship with the White House as Illinois tries to obtain more PPE and how Covid-19 could impact the state's turnout for the presidential election and Congressional races. Ask them anything using #askPOLITICO.,real
1275221089178865667,RT @bIondiewasabi: my locals are partying like they found a vaccine for covid lol,fake
1222903340356399106,China’s top university developing novel coronavirus vaccine https://t.co/2hkhCVssSo https://t.co/i40czNHFp8,fake
1222990287372529695,With declaration of #PHEIC importantly now move to fully fledged global response but important to recognise the collaborations and coordinations already implemented in the early response stages of the #coronavirus outbreak #epidemicresponse https://t.co/f5vie6LIJp,real
1254359685060349954,"Mobile #coronavirus testing units will travel around the UK to help essential workers and the most vulnerable, including those in care homes, police stations and prisons, have increased access to #covid19 tests.

https://t.co/hqM2ytumJl

@DefenceHQ https://t.co/Viw4GjHYls",real
1258867291246276609,"With the potential of a #COVID19 vaccine ahead, we must ensure:
-sufficient supplies
-full understanding of how the vaccine can protect and why it’s important for individual and community health 
-universal access to accurate public health information and education.",real
1262567387896807424,"There has only been two additional cases of COVID-19 diagnosed since our last update, bringing the total number of cases to 3,078.

There were 5,304 people tested in the reporting period.

Read the full media release here: https://t.co/YqYnkP1mIS https://t.co/ISbK43B4Od",real
1253648080999759874,"The Honorable President of Azad Jammu &amp; Kashmir, Sardar Masood Khan visited the National Institute of Health. He appreciated the significant role of NIH in COVID-19 epidemic. https://t.co/KZ5ygNAFNi",real
1242900338622869504,"RT @CAgovernor: TUNE IN: Governor @GavinNewsom will make a major announcement to help families during the COVID-19 outbreak. 

Watch live o…",real
1250779643616976897,"After a pizza delivery boy tested +ve for #COVID19 in Delhi, 72 families are under self-quarantine. Watch @fayedsouza discuss if takeaways are safe to order with Dr Sanjeev Bagai (@BagaiDr), Chairman, Nephron Clinics. #TruthBeTold https://t.co/XzQsOjQSyR",real
1253041798383099910,"INTRODUCING: PolitiFact's new Truth-O-Meter Minute: 
President Trump promoted one drug as a potential remedy for COVID-19 for weeks. Critics say he owns a share in a company that manufactures it. We looked into it: It’s a small stake through a mutual fund. https://t.co/LVFVVT23Nu https://t.co/SKplEY2OuJ",real
1224807309496520704,RT @TruNews: World renowned biowarfare expert says Novel Coronavirus was weaponized.,fake
1253052715393003521,Residents &amp; staff tested positive for #COVID19 in 4 cities that were included in a new @CDCMMWR report. Testing can facilitate isolation of infected people regardless of symptoms to help slow the spread in shelters. Learn more: https://t.co/GjnGEhRICb. https://t.co/pYeROnMIW8,real
1223568431280091136,"RT @MothershipSG: News site suspended on Twitter after doxxing Chinese scientist, alleging Wuhan virus as bioweapon https://t.co/4yq4YbzPg1…",fake
1222208223626678272,"RT @ChinaBeigeBook: ""HK researchers have developed a vaccine for the deadly Wuhan #coronavirus but...it will take months to test it on anim…",fake
1223889477195718656,"@MaxBoot #ChinaCoronaVirus MUST WATCH! Is Wuhan virus a hit job?
https://t.co/7OQ1cZ7ofJ
- China has been eating strange critters for 5000 years, no virus
- Many nations with millions living in open sewage, no virus
- Hmmmm...Is it a U.S. Biowarfare, AGAIN?  WWIII coming?",fake
1262326255543820288,Seven French schools close after reopening last week as child tests positive for Covid-19 https://t.co/7cWOQ5QGt5 https://t.co/qc8bGeg1VD,real
1262525876442402819,Get the latest updates about #COVID19 on our website: https://t.co/TVJ3KHe88o #covid19MA https://t.co/FnbCCGErgI,real
1221870685276065793,RT @KumariRukshmani: Advice for public! #coronavirus  https://t.co/G7psHCwiGJ,real
1260711744642494465,RT @CDCgov: Protect yourself and others from #COVID19 when out shopping. This video shows you how: https://t.co/qOJIH4fvzD. https://t.co/0d…,real
1235260307171397634,RT @WHO: #AskWHO on #COVID19 vs flu. Ask your questions to our expert @SCBriand https://t.co/MgLf1qC5UW,real
1224916328969957377,RT @CDCgov: True or false: #Flu and whooping cough (Tdap) vaccines can help protect you and your baby from serious diseases when you receiv…,fake
1250123800231976963,RT @Surgeon_General: Wearing a cloth face covering correctly can help prevent the spread of #COVID19 to others. When you go out on essentia…,real
1223398615919616005,"Yes and WE KNOW WHY? PATENT? Bill Gates predicted a coronavirus-like outbreak - down to it starting at a Chinese market - in 2019 Netflix documentary show 'The Next Pandemic' 
via https://t.co/Gan0RppibW https://t.co/DwXnXi1bnm",fake
1239414202701406208,RT @VirtualOasis: HIV medication was just used to cure coronavirus https://t.co/R9zoS464dM,fake
1238818330208763904,RT @MikeEWinfield: Pre miracle vaccine btw https://t.co/hgrBz2MXl9,fake
1234349854048112640,"@audreyrsutton https://t.co/1InkNJ4JLT
At present, no reason to believe dogs/cats be infected, but wash your hands after touching them.",real
1243635151961284608,"Dani Johnson, a physical therapist at the Mayo Clinic Healthy Living Program, encourages people who are staying home to get creative. “Every little bit of movement counts,” she said. Read more:  https://t.co/l3iJyNSeJh via @nytimes #COVID19",real
1235637924529451008,Awww 💕 breakups are hard.  That’s cute. @WHO subtweeted @realDonaldTrump https://t.co/mwD8bO2Wmb,real
1260948555570860033,RT @nprviz: What questions do you have about COVID-19 data and how we’ve been visualizing it? We’re planning on writing a post to explain h…,real
1242930507815571460,"In this audio interview, EIC Eric Rubin, MD, PhD, and Deputy Editor Lindsey Baden, MD, discuss transmission of SARS-CoV-2 and how to prevent it, particularly in at-risk health care workers. Available now via Apple Podcasts, Spotify, and https://t.co/4NNEmdSsxY. #COVID19 #SARSCoV2",real
1223113481286635521,"RT @factfulness: The New corona virus is now a global outbreak. Help spread @WHO ‘s myth busting: https://t.co/7UBM2uWzhl There’s no cure,…",real
1223601057508384768,"RT @janjua_aadii: #LetsBeatCoronaTogether

Corona virus vaccine has been developed but it requires at least one year for tests before it is…",fake
1223941779210326022,"RT @realAdrianBond: Do you believe in coincidences?

#Coronavirus #DiseaseEngineering #Virus #Bats #Biowarfare #BiologicalWarfare #China #W…",fake
1236705416786010112,"RT @NinerAlex: If you ever drank out of these, you’re immune to Corona Virus https://t.co/RuCPi9PlJb",fake
1246900370980384770,"@BBCJonSopel The United States now has more confirmed cases than any other single country 
This series of maps and charts tracks the spread of the virus since it emerged in China last December https://t.co/0QIVWcxhRN",real
1248696008495837184,"If you are 65 or older, you are at higher risk for getting seriously ill from #coronavirus. Learn how you can take steps to protect yourself and slow the spread at https://t.co/iH2iRfg300. #COVID19 https://t.co/notGR6CtRm",real
1247188892714807296,Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/e5rc2jbeZu,real
