Article_ID,Article_Rating_Approach,Credibility_Assessment_Type,Article_Topic,Article_Publication_Date,Article_URL
2148,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-12,https://expose-news.com/2023/12/30/lithium-reserves-in-donbas-needed-for-electric-vehicles/
2148,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-12,https://expose-news.com/2023/12/30/lithium-reserves-in-donbas-needed-for-electric-vehicles/
2148,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-12,https://expose-news.com/2023/12/30/lithium-reserves-in-donbas-needed-for-electric-vehicles/
2149,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-03,https://www.france24.com/en/europe/20240203-ukrainian-shelling-in-eastern-occupied-city-kills-at-least-eight-russia-says
2149,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-03,https://www.france24.com/en/europe/20240203-ukrainian-shelling-in-eastern-occupied-city-kills-at-least-eight-russia-says
2149,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-03,https://www.france24.com/en/europe/20240203-ukrainian-shelling-in-eastern-occupied-city-kills-at-least-eight-russia-says
2150,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-02,https://abcnews.go.com/International/wireStory/energy-shutdowns-hit-ukraine-after-russian-attacks-target-110750762
2150,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-02,https://abcnews.go.com/International/wireStory/energy-shutdowns-hit-ukraine-after-russian-attacks-target-110750762
2150,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-02,https://abcnews.go.com/International/wireStory/energy-shutdowns-hit-ukraine-after-russian-attacks-target-110750762
2151,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-02-13,https://expose-news.com/2023/02/13/the-designer-ukraine-war-is-escalating/
2151,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-02-13,https://expose-news.com/2023/02/13/the-designer-ukraine-war-is-escalating/
2151,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-02-13,https://expose-news.com/2023/02/13/the-designer-ukraine-war-is-escalating/
2153,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-01-19,https://www.france24.com/en/europe/20240119-ukraine-claims-new-drone-attack-on-oil-depot-in-russia
2153,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-01-19,https://www.france24.com/en/europe/20240119-ukraine-claims-new-drone-attack-on-oil-depot-in-russia
2153,1,HARD_TO_SAY,UKRAINE_WAR_AND_REFUGEES,2024-01-19,https://www.france24.com/en/europe/20240119-ukraine-claims-new-drone-attack-on-oil-depot-in-russia
2158,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-09-21,https://thepeoplesvoice.tv/zelensky-and-nato-vow-to-turn-post-war-ukraine-into-a-big-israel-funded-by-us-taxpayers/
2158,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-09-21,https://thepeoplesvoice.tv/zelensky-and-nato-vow-to-turn-post-war-ukraine-into-a-big-israel-funded-by-us-taxpayers/
2158,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-09-21,https://thepeoplesvoice.tv/zelensky-and-nato-vow-to-turn-post-war-ukraine-into-a-big-israel-funded-by-us-taxpayers/
2161,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-04-29,https://expose-news.com/2023/04/29/the-ukraine-biden-russia-invasion-connection/
2161,2,HARD_TO_SAY,UKRAINE_WAR_AND_REFUGEES,2023-04-29,https://expose-news.com/2023/04/29/the-ukraine-biden-russia-invasion-connection/
2161,3,HARD_TO_SAY,UKRAINE_WAR_AND_REFUGEES,2023-04-29,https://expose-news.com/2023/04/29/the-ukraine-biden-russia-invasion-connection/
2168,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-07,https://www.bbc.com/news/articles/cn00e422yr2o
2168,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-07,https://www.bbc.com/news/articles/cn00e422yr2o
2168,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-07,https://www.bbc.com/news/articles/cn00e422yr2o
2172,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-31,https://www.bbc.com/news/articles/c722zxj0kyro
2172,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-31,https://www.bbc.com/news/articles/c722zxj0kyro
2172,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-31,https://www.bbc.com/news/articles/c722zxj0kyro
2180,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-10-03,https://expose-news.com/2023/10/03/ukraine-will-unconditionally-surrender/
2180,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-10-03,https://expose-news.com/2023/10/03/ukraine-will-unconditionally-surrender/
2180,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-10-03,https://expose-news.com/2023/10/03/ukraine-will-unconditionally-surrender/
2181,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-12-29,https://www.theguardian.com/global-development/2023/dec/29/ukraine-war-refugees-forced-career-changes
2181,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-12-29,https://www.theguardian.com/global-development/2023/dec/29/ukraine-war-refugees-forced-career-changes
2181,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-12-29,https://www.theguardian.com/global-development/2023/dec/29/ukraine-war-refugees-forced-career-changes
2182,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-07,https://www.france24.com/en/europe/20240607-putin-threatens-to-expand-the-war-to-western-strategic-targets-%E2%80%93-but-can-he-deliver
2182,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-07,https://www.france24.com/en/europe/20240607-putin-threatens-to-expand-the-war-to-western-strategic-targets-%E2%80%93-but-can-he-deliver
2182,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-07,https://www.france24.com/en/europe/20240607-putin-threatens-to-expand-the-war-to-western-strategic-targets-%E2%80%93-but-can-he-deliver
2187,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-07,https://www.theguardian.com/world/article/2024/may/07/zelenskiy-assassination-plot-foiled-by-security-service-says-ukraine
2187,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-07,https://www.theguardian.com/world/article/2024/may/07/zelenskiy-assassination-plot-foiled-by-security-service-says-ukraine
2187,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-07,https://www.theguardian.com/world/article/2024/may/07/zelenskiy-assassination-plot-foiled-by-security-service-says-ukraine
2192,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-12,https://expose-news.com/2023/03/05/what-do-ethiopia-ukraine-and-marxism-have-in-common/
2192,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-12,https://expose-news.com/2023/03/05/what-do-ethiopia-ukraine-and-marxism-have-in-common/
2192,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-06-12,https://expose-news.com/2023/03/05/what-do-ethiopia-ukraine-and-marxism-have-in-common/
2195,2,HARD_TO_SAY,UKRAINE_WAR_AND_REFUGEES,2022-03-08,https://expose-news.com/2022/03/08/experts-warned-nato-expansion-would-lead-to-war/
2195,3,HARD_TO_SAY,UKRAINE_WAR_AND_REFUGEES,2022-03-08,https://expose-news.com/2022/03/08/experts-warned-nato-expansion-would-lead-to-war/
2195,1,HARD_TO_SAY,UKRAINE_WAR_AND_REFUGEES,2022-03-08,https://expose-news.com/2022/03/08/experts-warned-nato-expansion-would-lead-to-war/
2197,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-01,https://apnews.com/article/russia-ukraine-war-chasiv-yar-drone-footage-5e4787a1e914d49028a464aa8afb0238
2197,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-01,https://apnews.com/article/russia-ukraine-war-chasiv-yar-drone-footage-5e4787a1e914d49028a464aa8afb0238
2197,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-01,https://apnews.com/article/russia-ukraine-war-chasiv-yar-drone-footage-5e4787a1e914d49028a464aa8afb0238
2200,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-06,https://thepeoplesvoice.tv/former-pentagon-advisor-says-nato-faces-a-catastrophic-defeat-in-ukraine/
2200,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-06,https://thepeoplesvoice.tv/former-pentagon-advisor-says-nato-faces-a-catastrophic-defeat-in-ukraine/
2200,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-06,https://thepeoplesvoice.tv/former-pentagon-advisor-says-nato-faces-a-catastrophic-defeat-in-ukraine/
2201,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-10-13,https://expose-news.com/2022/10/13/why-are-americans-and-europeans-backing-ukraine/
2201,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-10-13,https://expose-news.com/2022/10/13/why-are-americans-and-europeans-backing-ukraine/
2201,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-10-13,https://expose-news.com/2022/10/13/why-are-americans-and-europeans-backing-ukraine/
2202,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-21,https://www.euractiv.com/section/global-europe/news/zelenskyy-flies-to-us-in-first-visit-abroad-since-russias-invasion/
2202,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-21,https://www.euractiv.com/section/global-europe/news/zelenskyy-flies-to-us-in-first-visit-abroad-since-russias-invasion/
2202,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-21,https://www.euractiv.com/section/global-europe/news/zelenskyy-flies-to-us-in-first-visit-abroad-since-russias-invasion/
2204,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-18,https://www.france24.com/en/europe/20240418-ukraine-has-urgent-need-for-air-defence-says-nato-chief-stoltenberg
2204,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-18,https://www.france24.com/en/europe/20240418-ukraine-has-urgent-need-for-air-defence-says-nato-chief-stoltenberg
2204,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-18,https://www.france24.com/en/europe/20240418-ukraine-has-urgent-need-for-air-defence-says-nato-chief-stoltenberg
2206,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-23,https://www.france24.com/en/live-news/20240223-us-to-sanction-over-500-targets-involved-in-russia-war-machine
2206,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-23,https://www.france24.com/en/live-news/20240223-us-to-sanction-over-500-targets-involved-in-russia-war-machine
2206,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-23,https://www.france24.com/en/live-news/20240223-us-to-sanction-over-500-targets-involved-in-russia-war-machine
2208,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-06-22,https://expose-news.com/2023/06/22/ukraine-war-is-good-for-business/
2208,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-06-22,https://expose-news.com/2023/06/22/ukraine-war-is-good-for-business/
2208,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-06-22,https://expose-news.com/2023/06/22/ukraine-war-is-good-for-business/
2211,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-19,https://www.france24.com/en/europe/20240419-at-least-nine-killed-in-russian-strikes-in-ukraine-as-kyiv-says-it-downed-russian-warplane
2211,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-19,https://www.france24.com/en/europe/20240419-at-least-nine-killed-in-russian-strikes-in-ukraine-as-kyiv-says-it-downed-russian-warplane
2211,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-04-19,https://www.france24.com/en/europe/20240419-at-least-nine-killed-in-russian-strikes-in-ukraine-as-kyiv-says-it-downed-russian-warplane
2212,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-01-31,https://expose-news.com/2024/01/31/road-to-the-new-world-order-runs-through-ukraine/
2212,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-01-31,https://expose-news.com/2024/01/31/road-to-the-new-world-order-runs-through-ukraine/
2212,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-01-31,https://expose-news.com/2024/01/31/road-to-the-new-world-order-runs-through-ukraine/
2213,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-08,https://www.euractiv.com/section/global-europe/news/germanys-scholz-calls-on-eu-us-to-send-very-clear-signal-to-putin/
2213,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-08,https://www.euractiv.com/section/global-europe/news/germanys-scholz-calls-on-eu-us-to-send-very-clear-signal-to-putin/
2213,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-08,https://www.euractiv.com/section/global-europe/news/germanys-scholz-calls-on-eu-us-to-send-very-clear-signal-to-putin/
2215,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-26,https://thepeoplesvoice.tv/putin-making-final-preparations-to-free-ukraine-and-destroy-nato/
2215,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-26,https://thepeoplesvoice.tv/putin-making-final-preparations-to-free-ukraine-and-destroy-nato/
2215,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-26,https://thepeoplesvoice.tv/putin-making-final-preparations-to-free-ukraine-and-destroy-nato/
2217,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-28,https://apnews.com/article/europe-russia-ukraine-war-zelenskyy-hungary-ae48c473927d54f5053f3cc276f5493e
2217,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-28,https://apnews.com/article/europe-russia-ukraine-war-zelenskyy-hungary-ae48c473927d54f5053f3cc276f5493e
2217,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-28,https://apnews.com/article/europe-russia-ukraine-war-zelenskyy-hungary-ae48c473927d54f5053f3cc276f5493e
2219,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-07-08,https://expose-news.com/2023/07/08/hidden-truths-about-the-war-in-ukraine/
2219,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-07-08,https://expose-news.com/2023/07/08/hidden-truths-about-the-war-in-ukraine/
2219,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-07-08,https://expose-news.com/2023/07/08/hidden-truths-about-the-war-in-ukraine/
2220,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-30,https://www.bbc.com/news/articles/cy770l9llnzo
2220,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-30,https://www.bbc.com/news/articles/cy770l9llnzo
2220,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-05-30,https://www.bbc.com/news/articles/cy770l9llnzo
2221,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-03-19,https://thepeoplesvoice.tv/putin-says-troops-from-nato-states-are-in-ukraine-dying-in-large-numbers/
2221,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-03-19,https://thepeoplesvoice.tv/putin-says-troops-from-nato-states-are-in-ukraine-dying-in-large-numbers/
2221,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-03-19,https://thepeoplesvoice.tv/putin-says-troops-from-nato-states-are-in-ukraine-dying-in-large-numbers/
2222,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-05-16,https://expose-news.com/2023/05/16/uk-sending-military-equipment-to-enrich/
2222,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-05-16,https://expose-news.com/2023/05/16/uk-sending-military-equipment-to-enrich/
2222,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2023-05-16,https://expose-news.com/2023/05/16/uk-sending-military-equipment-to-enrich/
2223,1,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-14,https://www.france24.com/en/europe/20240214-russian-strikes-kill-three-in-ukraine-s-eastern-city-of-donetsk
2223,2,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-14,https://www.france24.com/en/europe/20240214-russian-strikes-kill-three-in-ukraine-s-eastern-city-of-donetsk
2223,3,CREDIBLE_INFORMATION,UKRAINE_WAR_AND_REFUGEES,2024-02-14,https://www.france24.com/en/europe/20240214-russian-strikes-kill-three-in-ukraine-s-eastern-city-of-donetsk
2224,1,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-31,https://expose-news.com/2022/12/31/russian-ministry-of-defence-names-key-players/
2224,3,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-31,https://expose-news.com/2022/12/31/russian-ministry-of-defence-names-key-players/
2224,2,DISINFORMATION,UKRAINE_WAR_AND_REFUGEES,2022-12-31,https://expose-news.com/2022/12/31/russian-ministry-of-defence-names-key-players/
2226,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-06-05,https://abcnews.go.com/US/wireStory/migration-refugee-agencies-cite-fundamental-asylum-after-new-110858830
2226,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-06-05,https://abcnews.go.com/US/wireStory/migration-refugee-agencies-cite-fundamental-asylum-after-new-110858830
2226,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-06-05,https://abcnews.go.com/US/wireStory/migration-refugee-agencies-cite-fundamental-asylum-after-new-110858830
2228,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-10-04,https://www.france24.com/en/europe/20231004-eu-makes-huge-step-foward-on-migration-system-overhaul
2228,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-10-04,https://www.france24.com/en/europe/20231004-eu-makes-huge-step-foward-on-migration-system-overhaul
2228,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-10-04,https://www.france24.com/en/europe/20231004-eu-makes-huge-step-foward-on-migration-system-overhaul
2230,1,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2022-07-04,https://expose-news.com/2022/07/04/human-trafficking-and-migration-threatens-to-destroy/
2230,3,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2022-07-04,https://expose-news.com/2022/07/04/human-trafficking-and-migration-threatens-to-destroy/
2230,2,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2022-07-04,https://expose-news.com/2022/07/04/human-trafficking-and-migration-threatens-to-destroy/
2231,2,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-09-23,https://thepeoplesvoice.tv/the-pope-claims-europe-is-not-facing-a-mass-immigration-emergency/
2231,3,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-09-23,https://thepeoplesvoice.tv/the-pope-claims-europe-is-not-facing-a-mass-immigration-emergency/
2231,1,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-09-23,https://thepeoplesvoice.tv/the-pope-claims-europe-is-not-facing-a-mass-immigration-emergency/
2234,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-06-05,https://apnews.com/article/unchr-concern-asylum-refugees-usa-biden-restrictions-bef71e8f52088bef114ed3978d38ed16
2234,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-06-05,https://apnews.com/article/unchr-concern-asylum-refugees-usa-biden-restrictions-bef71e8f52088bef114ed3978d38ed16
2234,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-06-05,https://apnews.com/article/unchr-concern-asylum-refugees-usa-biden-restrictions-bef71e8f52088bef114ed3978d38ed16
2235,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-01-09,https://www.euractiv.com/section/global-europe/news/biden-visits-us-mexico-border-as-immigration-issue-heats-up/
2235,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-01-09,https://www.euractiv.com/section/global-europe/news/biden-visits-us-mexico-border-as-immigration-issue-heats-up/
2235,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-01-09,https://www.euractiv.com/section/global-europe/news/biden-visits-us-mexico-border-as-immigration-issue-heats-up/
2236,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-01-17,https://www.theguardian.com/world/2024/jan/17/greece-found-to-have-violated-syrian-refugees-right-to-life-by-firing-on-vessel
2236,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-01-17,https://www.theguardian.com/world/2024/jan/17/greece-found-to-have-violated-syrian-refugees-right-to-life-by-firing-on-vessel
2236,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-01-17,https://www.theguardian.com/world/2024/jan/17/greece-found-to-have-violated-syrian-refugees-right-to-life-by-firing-on-vessel
2239,2,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-09-19,https://thepeoplesvoice.tv/african-migrants-build-roadblocks-on-italian-island-of-lampedusa-as-invasion-unfolds/
2239,1,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-09-19,https://thepeoplesvoice.tv/african-migrants-build-roadblocks-on-italian-island-of-lampedusa-as-invasion-unfolds/
2239,3,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2023-09-19,https://thepeoplesvoice.tv/african-migrants-build-roadblocks-on-italian-island-of-lampedusa-as-invasion-unfolds/
2240,1,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2022-05-03,https://thepeoplesvoice.tv/7-out-of-10-child-migrants-in-europe-are-actually-adult-men/
2240,2,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2022-05-03,https://thepeoplesvoice.tv/7-out-of-10-child-migrants-in-europe-are-actually-adult-men/
2240,3,DISINFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2022-05-03,https://thepeoplesvoice.tv/7-out-of-10-child-migrants-in-europe-are-actually-adult-men/
2241,1,HARD_TO_SAY,ANTI_MIGRATION_AND_XENOPHOBIA,2024-05-17,https://apnews.com/article/san-diego-border-asylum-biden-mexico-da1e7b7c81e4e58912deff6d36dbdb9e
2241,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-05-17,https://apnews.com/article/san-diego-border-asylum-biden-mexico-da1e7b7c81e4e58912deff6d36dbdb9e
2241,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-05-17,https://apnews.com/article/san-diego-border-asylum-biden-mexico-da1e7b7c81e4e58912deff6d36dbdb9e
2242,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-02-08,https://www.theguardian.com/world/2024/feb/08/italian-court-jails-people-smuggler-shipwreck
2242,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-02-08,https://www.theguardian.com/world/2024/feb/08/italian-court-jails-people-smuggler-shipwreck
2242,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-02-08,https://www.theguardian.com/world/2024/feb/08/italian-court-jails-people-smuggler-shipwreck
2249,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-05-14,https://apnews.com/article/lebanon-syria-refugees-returns-ff41047896c7e16d0e5af0fae70d6c31
2249,2,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-05-14,https://apnews.com/article/lebanon-syria-refugees-returns-ff41047896c7e16d0e5af0fae70d6c31
2249,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-05-14,https://apnews.com/article/lebanon-syria-refugees-returns-ff41047896c7e16d0e5af0fae70d6c31
2253,1,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-01-24,https://www.theguardian.com/world/2024/jan/24/courts-reprimand-spain-greece-and-hungary-over-treatment-of-child-asylum-seekers
2253,3,CREDIBLE_INFORMATION,ANTI_MIGRATION_AND_XENOPHOBIA,2024-01-24,https://www.theguardian.com/world/2024/jan/24/courts-reprimand-spain-greece-and-hungary-over-treatment-of-child-asylum-seekers
